0
(-0.00390625+0j)
(0.009959413045953061+0.04481643098475051j)
(0.018452079543850208+0.04063555602950382j)
(-0.01227097571847099+0.013978892539480967j)
(-0.043626575342260346+0.005222717467291995j)
(-0.023238213455086143-0.0036372033092325184j)
(0.027560334715357106-0.03159048346210628j)
(0.050498206935778764-0.03507326082170856j)
(0.039682952129557594+0.017123717197528185j)
(0.031673521535589944+0.06314438871279399j)
(0.03478096671696336+0.032463142524773975j)
(0.02744513049774993-0.03483118054913713j)
(0.006180758923024839-0.04682374184756345j)
(-0.014534197549280578-0.0011012314697796087j)
(-0.029984762320058308+0.030342756821353838j)
(-0.034327082921515185+0.029429625802231848j)
(-0.011983356217673434+0.04042258492834128j)
(0.023874943241311477+0.06305853351309952j)
(0.025408392262273018+0.04551002675017791j)
(-0.015730318028810183-0.008797458915607471j)
(-0.03764211814944434-0.029139981020399157j)
(-0.002705911507264472+0.005740602904277769j)
(0.03229729773047477+0.030981584574433067j)
(0.006744080085571364+0.007185827566751846j)
(-0.03786661193597059-0.016765334994277376j)
(-0.026866779421983955+0.004688060792156078j)
(0.01732933221468685+0.0360145691268698j)
(0.013684419327307035+0.02955879410296009j)
(-0.035089332785001495+0.009197959117679892j)
(-0.0463043654359799+0.02029756356777257j)
(0.00010605237154105024+0.04238057450011583j)
(0.028123775798443135+0.022841132608081707j)
(-0.007338592407970147-0.028487864135990047j)
(-0.053243350555825575-0.049759611033632765j)
(-0.04967236123806788-0.02527875364737342j)
(-0.010569874078559728-0.006711375050384913j)
(0.02244647277813163-0.025594432429287134j)
(0.04065952288051116-0.04464245588791212j)
(0.04508212082947019-0.025647064894193765j)
(0.020814761768861607+0.0020501435462406663j)
(-0.024961445062644333-0.011863885668458987j)
(-0.04755650617278077-0.051596787677785826j)
(-0.027249819172627227-0.053146347371027886j)
(-0.006325745005949969-0.005637264374072384j)
(-0.02485326646495554+0.026410880969496096j)
(-0.05613178036977833+0.002763805099944547j)
(-0.04866994266978489-0.028022878608956706j)
(-0.005107933327631001-0.008177374247602603j)
(0.024981355070204887+0.031767157237639454j)
(0.017214305214293655+0.021377972446687786j)
(-0.0014252429779471765-0.030300604460437336j)
(0.0034868432232808954-0.044666544094903046j)
(0.030855743876192242-0.0022333506644169124j)
(0.049462059283166916+0.023204126733381344j)
(0.03437606487515479-0.01548782790282847j)
(-0.003843675841751987-0.06314471362821136j)
(-0.02655179532906559-0.054529325322812516j)
(-0.010806714142924443-0.01760400018188859j)
(0.0195024117021178-0.019846762750219335j)
(0.023235351282916483-0.05556166021052784j)
(-0.002492594403817914-0.05956486166582012j)
(-0.022487352807320535-0.012896021647937041j)
(-0.01914680180011792+0.03354176119051355j)
