0
(-0.00390625+0j)
(0.007912435663940015-0.006110346794852752j)
(0.027799381369807148-0.03366581465765878j)
(0.03206042399111135-0.054676405105303055j)
(0.022922466663278084-0.03887225757046009j)
(0.022200241142466673-0.014262547866527522j)
(0.03488163063522681-0.024979999147514014j)
(0.03813862551714202-0.05299664985841985j)
(0.012967134295191026-0.044978181876654255j)
(-0.026210198639049904-0.0059651309589484995j)
(-0.04435676220902494+0.0038958829012103353j)
(-0.023922487388997972-0.02800352276389684j)
(0.017046167413694018-0.04078213518813819j)
(0.04337238668526015-0.00291262800078922j)
(0.03573867507928549+0.029215008169270286j)
(0.006767052034571924+0.0028944190973588047j)
(-0.014213787511065692-0.03936797485316498j)
(-0.01307515942132256-0.024276904170026814j)
(-0.004422916643274067+0.036324210097547854j)
(-0.009567766716435111+0.06596166690623337j)
(-0.02798485705450261+0.03841897365276231j)
(-0.041518888783113134-0.0001952483678962537j)
(-0.04131186154615016-0.01667115695446523j)
(-0.03376056852405083-0.02662116425377551j)
(-0.02098818780071261-0.03950519518458183j)
(0.0040687952989769405-0.03514483608159205j)
(0.03738970294185691-0.012553788918367555j)
(0.057276515413050434-0.0030407557992443053j)
(0.04776651069760392-0.012500278860663027j)
(0.015610675482553016-0.005642799641445694j)
(-0.021464004771679496+0.026470988811763314j)
(-0.048049923335609465+0.03888862814926908j)
(-0.04924453796014927+0.008286407592029851j)
(-0.017494902641450035-0.017108575665458495j)
(0.029048196035126587+0.00804737574327858j)
(0.055265141493171424+0.04567815125370419j)
(0.04767751468244299+0.0293081874729056j)
(0.02720431870457921-0.02794351905314312j)
(0.01668872680230097-0.04860500381136751j)
(0.017646949739184462-0.0077425921765257j)
(0.02517837192774359+0.03202135992715577j)
(0.03741344153334175+0.01752140857749023j)
(0.04092252539441741-0.01937727135923859j)
(0.019482645815675204-0.016535051770769867j)
(-0.010653864299305538+0.02675385397376427j)
(-0.011948640637164738+0.05695028665643994j)
(0.0128231192708287+0.047993577572260415j)
(0.015044374034565502+0.028989440945654095j)
(-0.021512543559772727+0.025808024206832314j)
(-0.048640027689746866+0.01800417964356908j)
(-0.03297919667953054-0.01953171740387743j)
(-0.01110968355233307-0.06065395220192222j)
(-0.018339011535921726-0.05532027494692275j)
(-0.020593151041414706-0.005716666379034621j)
(0.01686865460083892+0.028514619066748407j)
